hypervolume,r2_indicator,avg_pairwise_distance,spacing,spread,tds,mpd,mce,num_modes,pmd,pfs,pas,rbd,fci,qds,der,num_parameters,training_time,final_loss,seed,exp_name,condition_name,capacity_level,temperature_level
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.0901010101010101,1.6094379124341003,0.0,1,0.0,0.0,0.0,0.09010101010101056,0.5652772177419356,0.04545453778763904,0.0,519,4333.55101,0.12608031928539276,375,small_low_seed375,small_low,small,low
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.03746673080006414,1.0986122886681098,0.0,1,0.0,0.0,0.0,0.03746673080006436,0.5671028645833334,0.04545453778763904,0.0,519,4499.870397,0.14067810773849487,486,small_low_seed486,small_low,small,low
1.2099999915262207,-0.2722222212690576,0.24343230490059428,0.1372208446264267,1.4971227875087507,0.36911437443184225,0.9608234513932582,0.4082069329415276,2,0.0,9.806688263865056e-07,0.24343230490059428,0.37322588746829866,0.6269491640852056,0.5782420216881181,414.83765363087014,519,4070.382148,0.07611899822950363,42,small_veryhigh_seed42,small_veryhigh,small,very_high
1.209999820185442,-0.27222220199514846,0.5152521770782955,0.19124028086662292,1.8637856086358953,0.4338274538160908,0.8289587307360231,0.3025684563347657,11,0.0,5.700955090392299e-11,0.5152521770782955,0.44699432752159396,0.5498678185337298,0.6656082375418059,929.0286571026635,519,3847.032611,0.06684510409832001,153,small_veryhigh_seed153,small_veryhigh,small,very_high
1.2099998768421119,-0.27222220836837346,0.3573726495710305,0.16550607979297638,1.6936702222954876,0.4331473595820735,0.903093709326486,0.2248580847344942,6,0.0,4.508954576870315e-09,0.3573726495710305,0.440925721027103,0.6086398472184329,0.6148638354913899,625.9205762676329,519,3960.383353,0.5021398067474365,264,small_veryhigh_seed264,small_veryhigh,small,very_high
1.209999999335403,-0.2722222221474636,0.36158299752790984,0.16500429809093475,1.4979905916510736,0.3198830774693966,0.7871520178584623,0.22596034951735106,27,0.0,2.6214177444416525e-07,0.36158299752790984,0.3255751428227133,0.5550630040679791,0.6162170925784192,632.306599488653,519,3966.572796,0.043898094445466995,375,small_veryhigh_seed375,small_veryhigh,small,very_high
1.2099998098309543,-0.2722222008303874,0.23563551501286933,0.10195253789424896,1.8132157431120748,0.36519368417313464,0.8363265872546287,0.532647179520437,23,0.0,2.4404638568870238e-20,0.23563551501286933,0.367323485896762,0.49851337853172106,0.5757360385058012,457.02473307639895,519,3576.318483,0.053477026522159576,486,small_veryhigh_seed486,small_veryhigh,small,very_high
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.3467756934423601,4.61512051684126,0.0,1,0.0,0.0,0.0,0.34677569344233755,0.44229994158878516,0.04545453778763904,0.0,9351,6314.796541,-0.16357403993606567,42,medium_low_seed42,medium_low,medium,low
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.3479172679172679,4.61512051684126,0.0,1,0.0,0.0,0.0,0.347917267917246,0.4649332611832613,0.04545453778763904,0.0,9351,6358.782557,-0.17372271418571472,153,medium_low_seed153,medium_low,medium,low
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.34508577841911175,4.61512051684126,0.0,1,0.0,0.0,0.0,0.3450857784190902,0.4871378546099292,0.04545453778763904,0.0,9351,6373.089196,-0.026619330048561096,264,medium_low_seed264,medium_low,medium,low
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.16175404842071509,3.1780538303479458,0.0,1,0.0,0.0,0.0,0.16175404842070898,0.6343384818007662,0.04545453778763904,0.0,9351,6117.188648,0.03990992158651352,375,medium_low_seed375,medium_low,medium,low
0.1099999814460865,-0.04536363568894863,0.0,0.0,1.0,0.3449863716530383,4.61512051684126,0.0,1,0.0,0.0,0.0,0.34498637165301665,0.45988919129082406,0.04545453778763904,0.0,9351,6280.04032,-0.16541676223278046,486,medium_low_seed486,medium_low,medium,low
1.2099998017128804,-0.27222219991719726,0.002411310367395191,0.03366834670305252,1.6329148344775737,0.11999037999038,2.302585092994046,0.008692969120922645,2,0.0,0.0,0.002411310367395191,0.11999037999037702,0.6521310866983372,0.5007749425687784,0.1526887945224801,9351,6079.815368,0.03960663452744484,375,medium_high_seed375,medium_high,medium,high
1.2099997955746564,-0.2722221992267175,0.001199399933528455,0.024487515911459923,1.4998939153094075,0.3408882475549142,4.61512051684126,0.004400270993760284,2,0.0,0.0,0.001199399933528455,0.3408882475548933,0.4534419856459331,0.5003854172659686,0.07427109079599017,9351,6217.111581,-0.12394930422306061,486,medium_high_seed486,medium_high,medium,high
1.209999846593526,-0.2722222049657547,0.21981801344866242,0.3286215364933014,1.4978242122208505,0.43523471721518003,1.1154649239664522,0.3780226362303973,2,0.0,9.558560345711212e-10,0.21981801344866242,0.4367636176459457,0.44179030424548604,0.5706521009524015,14.77487477249196,9351,5727.748152,-0.15886475145816803,42,medium_veryhigh_seed42,medium_veryhigh,medium,very_high
1.2099998768421116,-0.27222220836837346,0.40456541568509813,0.17629940807819366,1.6477415464181966,0.4801839854797747,0.8593962442156123,0.24544725378714105,6,0.0,2.126761176007026e-09,0.40456541568509813,0.48789653753864365,0.5759462906540072,0.6300321650105754,29.39982456400881,9351,5297.713393,0.3495357036590576,153,medium_veryhigh_seed153,medium_veryhigh,medium,very_high
1.2099999990016486,-0.27222222210992136,0.28832199879992637,0.14827920496463776,1.4976391900486872,0.3388168528429295,0.897295314881467,0.14568466024668103,22,0.0,1.4853074552641742e-06,0.28832199879992637,0.34319833855168247,0.5847531051384085,0.5926701157615755,20.55430185899815,9351,5400.319982,0.6818162798881531,264,medium_veryhigh_seed264,medium_veryhigh,medium,very_high
1.2099998098309543,-0.2722222008303874,0.46780110287214577,0.18264760076999664,1.846483295057964,0.3472535279062279,0.8140115217174125,0.26652610899808976,17,0.0,2.7290322057839416e-20,0.46780110287214577,0.3560876266480914,0.5484621330231836,0.650356884657372,34.83931009604392,9351,5169.352392,1.3125970363616943,375,medium_veryhigh_seed375,medium_veryhigh,medium,very_high
